Time(s),Sensor(g),Hammer(N)
4.937692878628071602e-01,8.495063487999999774e-01,-1.526172894227272536e+01
4.938083518887456669e-01,8.547533980000000531e-01,-1.527338132681818017e+01
4.938474159146841735e-01,8.137531996000000323e-01,-1.530084766181817990e+01
4.938864799406226802e-01,7.967918080000000458e-01,-1.532276524227272496e+01
4.939255439665611869e-01,8.215627612000000468e-01,-1.531610673681817936e+01
4.939646079924996935e-01,8.227830052000000283e-01,-1.526866488545454281e+01
4.940036720184382002e-01,8.220508588000000616e-01,-1.521206758909090695e+01
4.940427360443767069e-01,7.851994899999999999e-01,-1.515491541727272562e+01
4.940818000703152690e-01,7.850774656000000240e-01,-1.527587826636363388e+01
4.941208640962537757e-01,8.143633216000000230e-01,-1.533746944181817895e+01
4.941599281221922824e-01,7.965477591999999829e-01,-1.525839968954545256e+01
4.941989921481307890e-01,8.037471988000000067e-01,-1.521289990227272604e+01
4.942380561740692957e-01,7.496903896000000067e-01,-1.525867712727272441e+01
4.942771202000078024e-01,7.606725856000000618e-01,-1.530334460136363361e+01
4.943161842259463090e-01,7.761696844000000040e-01,-1.527726545499999844e+01
4.943552482518848157e-01,7.535951704000000140e-01,-1.529557634499999885e+01
4.943943122778233223e-01,7.513987312000000029e-01,-1.527199413818181561e+01
4.944333763037618845e-01,7.136931915999999987e-01,-1.521678403045454431e+01
4.944724403297003912e-01,7.476159747999999716e-01,-1.528836296409090778e+01
4.945115043556388978e-01,7.363897299999999646e-01,-1.535605776954545298e+01
4.945505683815774045e-01,7.446873891999999939e-01,-1.539240211181818019e+01
4.945896324075159112e-01,7.212587044000000613e-01,-1.541126787727272607e+01
4.946286964334544178e-01,6.925829704000000531e-01,-1.543013364272727017e+01
4.946677604593929245e-01,7.310206564000000240e-01,-1.535689008272727030e+01
4.947068244853314312e-01,7.183301187999999726e-01,-1.533719200409090710e+01
4.947458885112699933e-01,7.046633860000000027e-01,-1.528003983227272577e+01
4.947849525372085000e-01,7.031990932000000694e-01,-1.539517648909090752e+01
4.948240165631470067e-01,6.750114567999999649e-01,-1.538213691590908816e+01
4.948630805890855133e-01,6.946573851999999771e-01,-1.532581705727272592e+01
4.949021446150240200e-01,6.946573851999999771e-01,-1.539517648909090752e+01
4.949412086409625267e-01,6.911186776000000087e-01,-1.539573136454545299e+01
4.949802726669010333e-01,6.631750899999999671e-01,-1.531111285772727015e+01
4.950193366928395400e-01,6.482881132000000157e-01,-1.529724097136363348e+01
4.950584007187780466e-01,6.896543847999999644e-01,-1.537270403318181700e+01
4.950974647447166088e-01,6.498744304000000360e-01,-1.536604552772727139e+01
4.951365287706551155e-01,6.712287004000000445e-01,-1.532193292909090765e+01
4.951755927965936221e-01,6.473119179999999862e-01,-1.531139029545454378e+01
4.952146568225321288e-01,6.336451852000000162e-01,-1.533469506454545339e+01
4.952537208484706355e-01,6.524369427999999749e-01,-1.541737150727272443e+01
4.952927848744091421e-01,6.412106979999999679e-01,-1.547840780727272580e+01
4.953318489003476488e-01,6.142433056000000668e-01,-1.547424624136363391e+01
4.953709129262861555e-01,6.115587688000000410e-01,-1.551114545909090658e+01
4.954099769522247176e-01,6.348654291999999977e-01,-1.547924012045454312e+01
4.954490409781632243e-01,6.177820132000000353e-01,-1.549394431999999711e+01
4.954881050041017310e-01,6.187582084000000648e-01,-1.556580069136363420e+01
4.955271690300402376e-01,5.974039384000000563e-01,-1.552695940954545328e+01
4.955662330559787443e-01,5.895943768000000418e-01,-1.551197777227272567e+01
4.956052970819172510e-01,6.260796724000000646e-01,-1.547646574318181578e+01
4.956443611078557576e-01,6.082641100000000245e-01,-1.541431969227272525e+01
4.956834251337942643e-01,5.773919368000000052e-01,-1.558549876999999739e+01
4.957224891597328265e-01,5.771478880000000533e-01,-1.553084353772727155e+01
4.957615531856713331e-01,5.712907167999999869e-01,-1.551780396454545219e+01
4.958006172116098398e-01,6.098504272000000448e-01,-1.551225520999999752e+01
4.958396812375483464e-01,5.697043995999999666e-01,-1.551502958727272485e+01
4.958787452634868531e-01,5.503025200000000172e-01,-1.550753876863636194e+01
4.959178092894253598e-01,5.401744948000000157e-01,-1.551391983636363392e+01
4.959568733153638664e-01,5.564037400000000355e-01,-1.554527029954545192e+01
4.959959373413023731e-01,5.876419863999999826e-01,-1.556496837818181689e+01
4.960350013672408798e-01,5.433471292000000563e-01,-1.561823642181817995e+01
4.960740653931794419e-01,5.312667135999999957e-01,-1.564320581727272419e+01
4.961131294191179486e-01,5.213827372000000571e-01,-1.557689820045454354e+01
4.961521934450564553e-01,5.554275448000000059e-01,-1.558272439272727006e+01
4.961912574709949619e-01,5.544513495999999764e-01,-1.558272439272727006e+01
4.962303214969334686e-01,5.093023215999999964e-01,-1.555914218590908860e+01
4.962693855228719753e-01,4.977100036000000061e-01,-1.561768154636363448e+01
4.963084495488104819e-01,5.029570528000000262e-01,-1.565735514136363271e+01
4.963475135747489886e-01,5.285821767999999699e-01,-1.566540083545454287e+01
4.963865776006875508e-01,5.189422491999999831e-01,-1.567427884272727034e+01
4.964256416266260574e-01,4.997844183999999301e-01,-1.567788553318181677e+01
4.964647056525645641e-01,4.880700760000000193e-01,-1.575529065909090853e+01
4.965037696785030708e-01,5.093023215999999964e-01,-1.577221436045454261e+01
4.965428337044415774e-01,5.008826379999999912e-01,-1.577665336409090635e+01
4.965818977303800841e-01,4.888022223999999860e-01,-1.576361379090908876e+01
4.966209617563185907e-01,4.762337092000000216e-01,-1.569092510636363436e+01
4.966600257822570974e-01,4.690342695999999978e-01,-1.577970517909090553e+01
4.966990898081956041e-01,4.711086843999999219e-01,-1.579829350681818134e+01
4.967381538341341662e-01,4.946593935999999414e-01,-1.582825678136363301e+01
4.967772178600726729e-01,4.645193667999999443e-01,-1.584712254681817889e+01
4.968162818860111796e-01,4.537812195999999521e-01,-1.580439713681817970e+01
4.968553459119496862e-01,4.797724167999999900e-01,-1.583352809818181761e+01
4.968944099378881929e-01,4.540252683999999594e-01,-1.576694304363636157e+01
4.969334739638266996e-01,4.590282687999999722e-01,-1.576638816818181787e+01
4.969725379897652062e-01,4.552455123999999409e-01,-1.578691855999999838e+01
4.970116020157037129e-01,4.348674375999999620e-01,-1.581438489499999811e+01
4.970506660416422751e-01,4.376739987999999637e-01,-1.577637592636363273e+01
4.970897300675807817e-01,4.351114863999999693e-01,-1.578913806181818025e+01
4.971287940935192884e-01,4.325489739999999750e-01,-1.570091286454545276e+01
4.971678581194577951e-01,4.285221687999999918e-01,-1.572283044499999782e+01
4.972069221453963017e-01,4.166858019999999940e-01,-1.572338532045454507e+01
4.972459861713348084e-01,4.215667779999999754e-01,-1.578136980545454371e+01
4.972850501972733150e-01,4.157096067999999645e-01,-1.574613521409090744e+01
4.973241142232118217e-01,4.043613375999999815e-01,-1.572948895045454343e+01
4.973631782491503284e-01,4.043613375999999815e-01,-1.581077820454545169e+01
4.974022422750888905e-01,3.939892635999999726e-01,-1.593895443454545280e+01
4.974413063010273972e-01,3.930130683999999430e-01,-1.594589037772727202e+01
4.974803703269659039e-01,4.074119475999999906e-01,-1.602634731863636119e+01
4.975194343529044105e-01,4.010666787999999650e-01,-1.615424611090909224e+01
4.975584983788429172e-01,3.748314327999999751e-01,-1.628269977863636342e+01
4.975975624047814239e-01,3.903285315999999727e-01,-1.631737949454544889e+01
4.976366264307199305e-01,3.749534571999999510e-01,-1.630489479681818210e+01
4.976756904566584372e-01,3.789802623999999898e-01,-1.623692255363636150e+01
4.977147544825969994e-01,3.678760419999999587e-01,-1.631349536636363240e+01
4.977538185085355060e-01,3.743433351999999603e-01,-1.637730604363635933e+01
4.977928825344740127e-01,3.671438955999999920e-01,-1.639811387318181346e+01
4.978319465604125194e-01,3.629950659999999774e-01,-1.639783643545454339e+01
4.978710105863510260e-01,3.711707007999999752e-01,-1.638729380181818129e+01
4.979100746122895327e-01,3.617748219999999959e-01,-1.641559244999999834e+01
4.979491386382280393e-01,3.492063087999999760e-01,-1.635955002909090439e+01
4.979882026641665460e-01,3.370038687999999949e-01,-1.637064753818181373e+01
4.980272666901050527e-01,3.424949667999999670e-01,-1.646220198818181757e+01
4.980663307160436148e-01,3.272419167999999767e-01,-1.632930931681818265e+01
4.981053947419821215e-01,3.398104299999999967e-01,-1.642197351772727387e+01
4.981444587679206282e-01,3.387122103999999911e-01,-1.640837906909090549e+01
4.981835227938591348e-01,3.238252335999999842e-01,-1.647968056499999534e+01
4.982225868197976415e-01,3.193103307999999863e-01,-1.650298533409090851e+01
4.982616508457361482e-01,3.168698427999999678e-01,-1.650159814545454395e+01
4.983007148716746548e-01,3.147954279999999883e-01,-1.645249166772727278e+01
4.983397788976131615e-01,3.234591603999999454e-01,-1.646858305590908600e+01
4.983788429235517237e-01,3.163817451999999530e-01,-1.654626561954545139e+01
4.984179069494902303e-01,3.086942079999999700e-01,-1.663032925090908520e+01
4.984569709754287370e-01,3.035691831999999812e-01,-1.669635943000000111e+01
4.984960350013672437e-01,3.102805251999999903e-01,-1.668664910954544922e+01
4.985350990273057503e-01,3.027150123999999831e-01,-1.663005181318181513e+01
4.985741630532442570e-01,3.011286951999999628e-01,-1.658482946363636046e+01
4.986132270791827636e-01,3.040572807999999960e-01,-1.657955814681817941e+01
4.986522911051212703e-01,2.919768651999999909e-01,-1.660203060272726816e+01
4.986913551310597770e-01,2.962477191999999815e-01,-1.660008853863636347e+01
4.987304191569983391e-01,3.027150123999999831e-01,-1.657123501499999918e+01
4.987694831829368458e-01,2.862417183999999559e-01,-1.666306690272727309e+01
4.988085472088753525e-01,2.775779859999999988e-01,-1.653627786136363653e+01
4.988476112348138591e-01,2.700124731999999916e-01,-1.656457650954545358e+01
4.988866752607523658e-01,2.672059119999999899e-01,-1.653711017454545384e+01
4.989257392866908725e-01,2.675719851999999732e-01,-1.647524156136363160e+01
4.989648033126293791e-01,2.667178143999999751e-01,-1.656485394727272364e+01
4.990038673385678858e-01,2.686702047999999787e-01,-1.651741209590908710e+01
4.990429313645064480e-01,2.607386187999999883e-01,-1.647052511999999780e+01
4.990819953904449546e-01,2.562237159999999903e-01,-1.644194903409090358e+01
4.991210594163834613e-01,2.475599836000000054e-01,-1.644694291318181456e+01
4.991601234423219680e-01,2.546373987999999700e-01,-1.647551899909090878e+01
4.991991874682604746e-01,2.509766667999999701e-01,-1.639922362409090795e+01
4.992382514941989813e-01,2.510986912000000015e-01,-1.635927259136363432e+01
4.992773155201374879e-01,2.492683252000000016e-01,-1.636398903272726812e+01
4.993163795460759946e-01,2.368218364000000131e-01,-1.633125138090908735e+01
4.993554435720145013e-01,2.418248368000000259e-01,-1.628547415590908543e+01
4.993945075979530634e-01,2.458516420000000091e-01,-1.629601678954545463e+01
4.994335716238915701e-01,2.349914703999999854e-01,-1.630295273272727030e+01
4.994726356498300768e-01,2.233991523999999951e-01,-1.620057821136363430e+01
4.995116996757685834e-01,2.242533231999999932e-01,-1.625773038318181563e+01
4.995507637017070901e-01,2.304765675999999874e-01,-1.632625750181817637e+01
4.995898277276455968e-01,2.175419811999999842e-01,-1.631266305318181509e+01
4.996288917535841034e-01,2.125389807999999991e-01,-1.631488255499999696e+01
4.996679557795226101e-01,2.077800291999999938e-01,-1.631848924545454338e+01
4.997070198054611723e-01,2.099764684000000048e-01,-1.632903187909090548e+01
4.997460838313996789e-01,2.121729076000000158e-01,-1.625245906636363458e+01
4.997851478573381856e-01,2.071699072000000030e-01,-1.625523344363636369e+01
4.998242118832766923e-01,2.032651263999999958e-01,-1.632459287545454174e+01
4.998632759092151989e-01,1.976520039999999923e-01,-1.629130034818181372e+01
4.999023399351537056e-01,1.993603456000000163e-01,-1.621361778454545544e+01
4.999414039610922122e-01,2.037532240000000106e-01,-1.619863614727272250e+01
4.999804679870307189e-01,1.913067351999999943e-01,-1.627881565045453982e+01
5.000195320129692256e-01,1.932591255999999980e-01,-1.616673080863635903e+01
5.000585960389077878e-01,1.798364416000000077e-01,-1.609376468636363455e+01
5.000976600648462389e-01,1.849614663999999964e-01,-1.613981934909090654e+01
5.001367240907848011e-01,1.860596860000000019e-01,-1.613482546999999556e+01
5.001757881167232522e-01,1.331010964000000074e-01,-1.615563329954544969e+01
5.002148521426618144e-01,1.565297811999999955e-01,-1.616173692954545515e+01
5.002539161686003766e-01,1.888662472000000037e-01,-1.608849336954545350e+01
5.002929801945388277e-01,1.732471240000000023e-01,-1.610874632363636039e+01
5.003320442204773899e-01,1.339552672000000055e-01,-1.601552724727272192e+01
5.003711082464158411e-01,1.528690491999999956e-01,-1.596669820727272615e+01
5.004101722723544032e-01,1.697084164000000062e-01,-1.600415230045454251e+01
5.004492362982928544e-01,1.644613672000000137e-01,-1.602079856409091008e+01
5.004883003242314166e-01,1.609226596000000176e-01,-1.601913393772726835e+01
5.005273643501699787e-01,1.376159992000000054e-01,-1.604493564636363345e+01
5.005664283761084299e-01,1.271219007999999928e-01,-1.600637180227272438e+01
5.006054924020469921e-01,1.666578063999999970e-01,-1.596919514681817809e+01
5.006445564279854432e-01,1.593363423999999973e-01,-1.586598831227272477e+01
5.006836204539240054e-01,1.388362432000000146e-01,-1.589872596409090555e+01
5.007226844798624565e-01,1.210206808000000023e-01,-1.590510703181818108e+01
5.007617485058010187e-01,1.163837536000000006e-01,-1.586848525181818026e+01
5.008008125317394699e-01,1.608006352000000139e-01,-1.586682062545454208e+01
5.008398765576780320e-01,1.290742911999999964e-01,-1.579163500136363574e+01
5.008789405836165942e-01,1.201665100000000042e-01,-1.580134532181818052e+01
5.009180046095550454e-01,1.191903148000000023e-01,-1.578858318636363300e+01
5.009570686354936075e-01,1.243153396000000188e-01,-1.577471129999999810e+01
5.009961326614320587e-01,1.561637080000000122e-01,-1.569841592499999727e+01
5.010351966873706209e-01,1.044253623999999991e-01,-1.572338532045454507e+01
5.010742607133090720e-01,1.033271427999999936e-01,-1.580689407636363519e+01
5.011133247392476342e-01,8.697587319999999789e-02,-1.570562930590909012e+01
5.011523887651860854e-01,9.283304440000000879e-02,-1.568204709909090688e+01
5.011914527911246475e-01,1.532351224000000067e-01,-1.566623314863636018e+01
5.012305168170632097e-01,8.233894599999999619e-02,-1.566706546181818105e+01
5.012695808430016609e-01,8.526753160000000165e-02,-1.559770602999999767e+01
5.013086448689402230e-01,8.148477519999999807e-02,-1.559826090545454313e+01
5.013477088948786742e-01,1.025949963999999992e-01,-1.569980311363636183e+01
5.013867729208172364e-01,1.169938756000000191e-01,-1.565846489227272365e+01
5.014258369467556875e-01,7.208889639999999099e-02,-1.555248368045454299e+01
5.014649009726942497e-01,6.647577399999998748e-02,-1.546509079636363460e+01
5.015039649986327008e-01,8.038655559999999256e-02,-1.544650246863636234e+01
5.015430290245712630e-01,1.116248019999999952e-01,-1.544234090272727045e+01
5.015820930505098252e-01,9.698187399999999569e-02,-1.550809364409090740e+01
5.016211570764482763e-01,5.366321199999999486e-02,-1.551142289681818021e+01
5.016602211023868385e-01,5.415130959999999577e-02,-1.543623727272727031e+01
5.016992851283252897e-01,8.002048240000000923e-02,-1.544428296681818047e+01
5.017383491542638518e-01,9.783604479999999382e-02,-1.541737150727272443e+01
5.017774131802023030e-01,7.269901840000000948e-02,-1.536632296545454324e+01
5.018164772061408652e-01,5.085665080000000698e-02,-1.531721648772727029e+01
5.018555412320794273e-01,5.451738280000000686e-02,-1.533414018909090792e+01
5.018946052580178785e-01,8.246097039999999989e-02,-1.529391171863636245e+01
5.019336692839564407e-01,7.501748199999999644e-02,-1.518016225045454348e+01
5.019727333098948918e-01,4.609769920000000160e-02,-1.523010104136363374e+01
5.020117973358334540e-01,4.194886960000000081e-02,-1.529446659409090792e+01
5.020508613617719051e-01,2.596367320000000228e-02,-1.527254901363636108e+01
5.020899253877104673e-01,8.783004399999999601e-02,-1.527726545499999844e+01
5.021289894136489185e-01,7.843416519999998893e-02,-1.528309164727272496e+01
5.021680534395874806e-01,3.023452720000000676e-02,-1.532692680818181685e+01
5.022071174655260428e-01,2.559759999999999813e-02,-1.525534787454545338e+01
5.022461814914644940e-01,3.072262480000000767e-02,-1.526006431590908896e+01
5.022852455174030561e-01,9.576163000000001424e-02,-1.526228381772727083e+01
5.023243095433415073e-01,4.365721119999999705e-02,-1.525451556136363429e+01
5.023633735692800695e-01,3.462740560000000106e-02,-1.516712267727272589e+01
5.024024375952185206e-01,2.962440520000000216e-02,-1.515879954545454389e+01
5.024415016211570828e-01,3.267501519999999743e-02,-1.523897904863636121e+01
5.024805656470955340e-01,8.172882400000000547e-02,-1.531139029545454378e+01
5.025196296730340961e-01,1.510350159999999942e-02,-1.527754289272727029e+01
5.025586936989726583e-01,2.303508760000000377e-02,-1.547840780727272580e+01
5.025977577249111095e-01,2.388925840000000189e-02,-1.548451143727272594e+01
5.026368217508496716e-01,3.145477120000000210e-02,-1.541210019045454338e+01
5.026758857767881228e-01,8.844016599999998673e-02,-1.561102304090908888e+01
5.027149498027266850e-01,1.498147720000000266e-02,-1.555581293318181579e+01
5.027540138286651361e-01,8.880257199999998241e-03,-1.554859955227272472e+01
5.027930778546036983e-01,1.180884280000000369e-02,-1.549505407090908804e+01
5.028321418805422605e-01,3.548157639999999918e-02,-1.547285905272727113e+01
5.028712059064807116e-01,4.597567479999999790e-02,-1.552363015681818048e+01
5.029102699324192738e-01,1.192720000000001279e-03,-1.558494389454545193e+01
5.029493339583577249e-01,1.924866400000002642e-03,-1.560908097681818063e+01
5.029883979842962871e-01,4.853452000000001154e-03,-1.549893819909090631e+01
5.030274620102347383e-01,6.183884680000000661e-02,-1.552557222090908873e+01
5.030665260361733004e-01,2.718391719999999762e-02,-1.550837108181817925e+01
5.031055900621117516e-01,-1.820915959999999667e-02,-1.546842004909090740e+01
5.031446540880503138e-01,1.644576999999999845e-02,-1.538074972727272538e+01
5.031837181139888759e-01,4.975476400000004851e-03,-1.534052125681817991e+01
5.032227821399273271e-01,4.231494279999999802e-02,-1.539073748545454379e+01
5.032618461658658893e-01,1.156479400000000324e-02,-1.544622503090908872e+01
5.033009101918043404e-01,-6.250768399999998698e-03,-1.552252040590908955e+01
5.033399742177429026e-01,6.317744800000003880e-03,-1.545510303818181619e+01
5.033790382436813537e-01,-2.715728000000014464e-04,-1.545870972863636084e+01
5.034181022696199159e-01,6.562160319999998936e-02,-1.546203898136363364e+01
5.034571662955583671e-01,-1.369425679999999867e-02,-1.551086802136363474e+01
5.034962303214969292e-01,4.243330000000003488e-03,-1.559298958863636209e+01
5.035352943474354914e-01,-1.723296439999999832e-02,-1.552473990772727142e+01
5.035743583733739426e-01,1.791006280000000117e-02,-1.546092923045454270e+01
5.036134223993125048e-01,5.939835880000000207e-02,-1.544567015545454325e+01
5.036524864252509559e-01,-4.127177119999999449e-02,-1.557856282681817994e+01
5.036915504511895181e-01,-1.564664719999999884e-02,-1.556857506863636154e+01
5.037306144771279692e-01,-9.667451599999998119e-03,-1.546037435499999724e+01
5.037696785030665314e-01,2.913630760000000125e-02,-1.547702061863636125e+01
5.038087425290049826e-01,1.327313559999999948e-02,-1.548895044090908968e+01
5.038478065549435447e-01,-3.504852680000000026e-02,-1.548451143727272594e+01
5.038868705808821069e-01,-2.504252599999999551e-02,-1.546176154363636179e+01
5.039259346068205581e-01,1.436768800000001733e-03,-1.550171257636363364e+01
5.039649986327591202e-01,4.109469880000000269e-02,-1.553666972999999807e+01
5.040040626586975714e-01,-1.881928159999999781e-02,-1.554277335999999821e+01
5.040431266846361336e-01,-9.362023880000000520e-02,-1.552224296818181593e+01
5.040821907105745847e-01,-2.443240399999999785e-02,-1.557523357409090714e+01
5.041212547365131469e-01,4.609403200000000700e-03,-1.556996225727272609e+01
5.041603187624517091e-01,1.107669640000000233e-02,-1.552279784363636139e+01
5.041993827883901602e-01,-3.382828279999999799e-02,-1.553999898272727087e+01
5.042384468143287224e-01,-1.057006543999999826e-01,-1.551752652681818034e+01
5.042775108402671735e-01,-2.077167199999999797e-02,-1.553528254136363351e+01
5.043165748662057357e-01,-4.420402399999998760e-03,-1.561684923318181539e+01
5.043556388921441869e-01,-1.979547679999999615e-02,-1.560880353909090701e+01
5.043947029180827490e-01,-5.652482119999999860e-02,-1.561490716909090715e+01
5.044337669440212002e-01,-8.751901879999998690e-02,-1.557356894772727074e+01
5.044728309699597624e-01,-2.540859919999999966e-02,-1.556829763090908969e+01
5.045118949958983245e-01,-5.640646399999997562e-03,-1.555026417863636112e+01
5.045509590218367757e-01,-3.931938079999999780e-02,-1.560408709772727143e+01
5.045900230477753379e-01,-8.068565240000000194e-02,-1.555359343136363393e+01
5.046290870737137890e-01,-7.629277399999999376e-02,-1.556247143863636140e+01
5.046681510996523512e-01,4.605735999999999164e-04,-1.561879129727272542e+01
5.047072151255908024e-01,7.046224000000003707e-04,-1.567039471454545385e+01
5.047462791515293645e-01,-7.165584680000000595e-02,-1.570257749090908739e+01
5.047853431774678157e-01,-7.067965160000000413e-02,-1.573559258045454179e+01
5.048244072034063779e-01,-4.871525959999999794e-02,-1.572421763363636238e+01
5.048634712293449400e-01,-3.016755079999999811e-02,-1.574141877272727008e+01
5.049025352552833912e-01,-1.149781759999999806e-02,-1.573781208227272366e+01
5.049415992812219534e-01,-7.189989559999999946e-02,-1.563987656454545139e+01
5.049806633071604045e-01,-8.153982320000000006e-02,-1.560491941090908874e+01
5.050197273330989667e-01,-2.772706279999999704e-02,-1.564764482090908793e+01
5.050587913590374178e-01,-4.114974679999999774e-02,-1.569508667227272447e+01
5.050978553849759800e-01,-7.970945720000000012e-02,-1.570923599636363299e+01
5.051369194109144312e-01,-6.384628519999999141e-02,-1.575223884409090580e+01
5.051759834368529933e-01,-4.651882039999999385e-02,-1.574807727818181569e+01
5.052150474627915555e-01,-8.044160359999999454e-02,-1.570812624545454206e+01
5.052541114887300067e-01,-5.762304079999999717e-02,-1.559937065636363407e+01
5.052931755146685688e-01,-5.957543120000000081e-02,-1.559742859227272582e+01
5.053322395406070200e-01,-5.798911399999999439e-02,-1.556274887636363502e+01
5.053713035665455822e-01,-5.603672359999999769e-02,-1.548562118818181688e+01
5.054103675924840333e-01,-5.335218679999999269e-02,-1.545870972863636084e+01
5.054494316184225955e-01,-6.860523679999999680e-02,-1.547535599227272485e+01
5.054884956443611577e-01,-6.152782159999999750e-02,-1.555914218590908860e+01
5.055275596702996088e-01,-5.896530919999999620e-02,-1.558688595863636195e+01
5.055666236962381710e-01,-7.580467639999999285e-02,-1.564542531909090606e+01
5.056056877221766221e-01,-6.982548080000000601e-02,-1.572699201090908794e+01
5.056447517481151843e-01,-6.006352880000000172e-02,-1.578358930727272558e+01
5.056838157740536355e-01,-8.349221360000000369e-02,-1.576611073045454425e+01
5.057228797999921976e-01,-7.995350599999999364e-02,-1.577082717181817806e+01
5.057619438259306488e-01,-7.970945720000000012e-02,-1.584961948636363438e+01
5.058010078518692110e-01,-7.409633479999999661e-02,-1.581105564227272531e+01
5.058400718778077731e-01,-7.458443239999999752e-02,-1.575889734954545141e+01
5.058791359037462243e-01,-8.031957919999999085e-02,-1.575695528545454316e+01
5.059181999296847865e-01,-7.848921319999999091e-02,-1.578636368454545114e+01
5.059572639556232376e-01,-8.007553039999999733e-02,-1.575834247409090771e+01
5.059963279815617998e-01,-6.689689520000000056e-02,-1.580023557090908959e+01
5.060353920075002510e-01,-8.483448199999998884e-02,-1.584656767136363520e+01
5.060744560334388131e-01,-9.337618999999999780e-02,-1.591315272590908769e+01
5.061135200593772643e-01,-8.666484799999998878e-02,-1.585932980681817916e+01
5.061525840853158265e-01,-8.898331160000000351e-02,-1.583935429045454235e+01
5.061916481112543886e-01,-9.520655599999999774e-02,-1.595560069818181681e+01
5.062307121371928398e-01,-1.020399223999999827e-01,-1.590704909590908933e+01
5.062697761631314020e-01,-1.021619467999999864e-01,-1.594561293999999840e+01
5.063088401890698531e-01,-9.008153119999999514e-02,-1.603772226545454060e+01
5.063479042150084153e-01,-9.362023880000000520e-02,-1.605936240818181915e+01
5.063869682409468664e-01,-1.003315807999999865e-01,-1.605742034409090735e+01
5.064260322668854286e-01,-1.098494839999999972e-01,-1.614148397545454117e+01
5.064650962928238798e-01,-9.374226319999999502e-02,-1.620529465272726810e+01
5.065041603187624419e-01,-1.132661671999999897e-01,-1.620640440363636259e+01
5.065432243447010041e-01,-1.032601663999999919e-01,-1.621167572045454364e+01
5.065822883706394553e-01,-1.000875320000000068e-01,-1.628464184272726811e+01
5.066213523965780174e-01,-1.077750691999999899e-01,-1.628741621999999722e+01
5.066604164225164686e-01,-1.241263387999999857e-01,-1.631515999272727413e+01
5.066994804484550308e-01,-1.131441427999999860e-01,-1.641670220090908572e+01
5.067385444743934819e-01,-1.158286795999999841e-01,-1.638229992272727031e+01
5.067776085003320441e-01,-1.108256791999999991e-01,-1.644333622272726814e+01
5.068166725262706063e-01,-1.325460223999999909e-01,-1.638396454909090494e+01
5.068557365522090574e-01,-1.269328999999999874e-01,-1.642474789499999588e+01
5.068948005781476196e-01,-1.203435823999999821e-01,-1.633874219954545026e+01
5.069338646040860707e-01,-1.182691676000000025e-01,-1.633374832045454639e+01
5.069729286300246329e-01,-1.254686071999999986e-01,-1.635566590090908790e+01
5.070119926559630841e-01,-1.386472423999999815e-01,-1.632570262636363623e+01
5.070510566819016463e-01,-1.281531439999999966e-01,-1.627187970727272415e+01
5.070901207078400974e-01,-1.453585843999999905e-01,-1.625662063227272824e+01
5.071291847337786596e-01,-1.305936319999999873e-01,-1.629851372909090657e+01
5.071682487597172218e-01,-1.420639256000000017e-01,-1.633236113181818183e+01
5.072073127856556729e-01,-1.379150959999999870e-01,-1.639839131090909063e+01
5.072463768115942351e-01,-1.387692667999999852e-01,-1.635760796499999969e+01
5.072854408375326862e-01,-1.364508031999999982e-01,-1.636842803636363186e+01
5.073245048634712484e-01,-1.379150959999999870e-01,-1.634872995772727222e+01
5.073635688894096996e-01,-1.480431211999999885e-01,-1.636759572318181455e+01
5.074026329153482617e-01,-1.573169755999999919e-01,-1.646886049363636317e+01
5.074416969412867129e-01,-1.347424616000000019e-01,-1.640560469181817638e+01
5.074807609672252751e-01,-1.449925112000000071e-01,-1.638119017181818293e+01
5.075198249931638372e-01,-1.578050732000000067e-01,-1.640726931818181811e+01
5.075588890191022884e-01,-1.602455611999999974e-01,-1.635982746681818156e+01
5.075979530450408506e-01,-1.495074140000000051e-01,-1.639755899772727332e+01
5.076370170709793017e-01,-1.514598043999999810e-01,-1.642585764590909037e+01
5.076760810969178639e-01,-1.567068536000000012e-01,-1.644167159636363351e+01
5.077151451228563150e-01,-1.474329991999999978e-01,-1.649965608136363215e+01
5.077542091487948772e-01,-1.591473415999999919e-01,-1.649299757590908655e+01
5.077932731747334394e-01,-1.637842687999999935e-01,-1.661285067409090743e+01
5.078323372006718905e-01,-1.575610243999999993e-01,-1.659481722181818242e+01
5.078714012266104527e-01,-1.762307575999999820e-01,-1.654404611772726952e+01
5.079104652525489039e-01,-1.620759271999999973e-01,-1.658482946363636046e+01
5.079495292784874660e-01,-1.662247567999999842e-01,-1.654460099318181676e+01
5.079885933044259172e-01,-1.720819279999999951e-01,-1.655070462318181512e+01
5.080276573303644794e-01,-1.614658051999999788e-01,-1.650964383954545411e+01
5.080667213563029305e-01,-1.769629039999999764e-01,-1.650381764727272582e+01
5.081057853822414927e-01,-1.789152943999999801e-01,-1.653766505000000109e+01
5.081448494081800549e-01,-1.861147339999999761e-01,-1.651463771863635799e+01
5.081839134341185060e-01,-1.767188551999999968e-01,-1.653156141999999562e+01
5.082229774600570682e-01,-1.907516611999999778e-01,-1.651824440909090441e+01
5.082620414859955194e-01,-1.786712456000000004e-01,-1.648384213090908901e+01
5.083011055119340815e-01,-1.878230756000000001e-01,-1.650492739818181320e+01
5.083401695378725327e-01,-1.897754659999999760e-01,-1.640782419363635825e+01
