Time(s),Sensor(g),Hammer(N)
2.359857806945583891e-01,2.111482693599999738e+00,-5.642408062272726177e+00
2.360248447204968958e-01,2.081952788799999787e+00,-5.615496602727271913e+00
2.360639087464354025e-01,2.119780352799999878e+00,-5.586643079090908515e+00
2.361029727723739091e-01,2.108188034799999944e+00,-5.626594111818181254e+00
2.361420367983124435e-01,2.060354469999999605e+00,-5.651840944999999117e+00
2.361811008242509502e-01,2.090738545599999831e+00,-5.593301584545454119e+00
2.362201648501894569e-01,2.066089616799999806e+00,-5.523664714999998893e+00
2.362592288761279635e-01,2.106723741999999788e+00,-5.518393398181817844e+00
2.362982929020664979e-01,2.088420081999999844e+00,-5.512289768181817706e+00
2.363373569280050046e-01,2.038878175599999842e+00,-5.589417456363635850e+00
2.363764209539435113e-01,2.048274054399999766e+00,-5.675700589545454200e+00
2.364154849798820179e-01,2.030580516399999702e+00,-5.624374609999999386e+00
2.364545490058205246e-01,2.080122422799999704e+00,-5.684856034545453518e+00
2.364936130317590590e-01,2.026553711199999608e+00,-5.672371336818181398e+00
2.365326770576975657e-01,1.994705342799999892e+00,-5.749776462727272275e+00
2.365717410836360723e-01,2.039366273199999746e+00,-5.753383153181817811e+00
2.366108051095745790e-01,2.016303661599999852e+00,-5.757544719090907925e+00
2.366498691355131134e-01,2.063161031199999940e+00,-5.847157104999999078e+00
2.366889331614516201e-01,2.012764953999999662e+00,-5.870739311818181427e+00
2.367279971873901268e-01,2.017401881199999636e+00,-5.766977601818180865e+00
2.367670612133286334e-01,2.030702540799999678e+00,-5.702334611363635730e+00
2.368061252392671678e-01,2.011300661199999951e+00,-5.802212193181817135e+00
2.368451892652056745e-01,2.052788957199999764e+00,-5.740066142272726601e+00
2.368842532911441812e-01,1.996291660000000023e+00,-5.754492904090908745e+00
2.369233173170826878e-01,2.007517904799999808e+00,-5.816916392727272012e+00
2.369623813430212222e-01,2.005687538799999725e+00,-5.820800520909090281e+00
2.370014453689597289e-01,2.035339467999999652e+00,-5.771694043181817335e+00
2.370405093948982356e-01,2.063039006799999964e+00,-5.918458600909089817e+00
2.370795734208367422e-01,2.011544709999999903e+00,-5.955080380909089754e+00
2.371186374467752767e-01,2.021794759599999658e+00,-5.891824579090908287e+00
2.371577014727137833e-01,2.061574713999999808e+00,-5.866300308181817691e+00
2.371967654986522900e-01,2.070726543999999780e+00,-5.813032264545453742e+00
2.372358295245907966e-01,2.076827763999999910e+00,-5.736459451818181066e+00
2.372748935505293033e-01,2.053887176799999548e+00,-5.742840519545453937e+00
2.373139575764678377e-01,2.073777153999999623e+00,-5.750053900454545008e+00
2.373530216024063444e-01,2.107089815199999716e+00,-5.799715253636362533e+00
2.373920856283448511e-01,2.139304256799999582e+00,-5.949531626363635972e+00
2.374311496542833577e-01,2.132958987999999945e+00,-5.885998386818180883e+00
2.374702136802218921e-01,2.095253448399999829e+00,-5.792224434999999616e+00
2.375092777061603988e-01,2.158584111999999777e+00,-5.889882514999999152e+00
2.375483417320989055e-01,2.159682331599999561e+00,-5.946479811363635903e+00
2.375874057580374121e-01,2.177741942799999553e+00,-5.989205221363635978e+00
2.376264697839759465e-01,2.121122621199999614e+00,-5.837724222272726138e+00
2.376655338099144532e-01,2.121732743199999938e+00,-5.679862155454544315e+00
2.377045978358529599e-01,2.162732941599999847e+00,-5.728413757727271793e+00
2.377436618617914665e-01,2.178718137999999804e+00,-5.632142866363635925e+00
2.377827258877300010e-01,2.185551504399999789e+00,-5.680694468636362515e+00
2.378217899136685076e-01,2.129298255999999778e+00,-5.667377457727272194e+00
2.378608539396070143e-01,2.140768549599999737e+00,-5.665157955909090326e+00
2.378999179655455209e-01,2.214105213999999933e+00,-5.785011054090908544e+00
2.379389819914840276e-01,2.186161626399999669e+00,-5.799160378181817066e+00
2.379780460174225620e-01,2.231676727599999577e+00,-6.011122801818181038e+00
2.380171100433610687e-01,2.022282857199999562e+00,-5.768919665909090000e+00
2.380561740692995754e-01,1.860844576000000083e+00,-5.747556960909090407e+00
2.380952380952380820e-01,1.624361288800000080e+00,-5.681249344090907982e+00
2.381343021211766164e-01,1.925273459200000037e+00,-5.700669984999999329e+00
2.381733661471151231e-01,2.328930174399999942e+00,-5.763648349090908063e+00
2.382124301730536298e-01,2.661446664399999662e+00,-5.754215466363636011e+00
2.382514941989921364e-01,1.654867388800000061e+00,-5.647124503636362647e+00
2.382905582249306708e-01,1.234615355200000097e+00,-5.616883791363635581e+00
2.383296222508691775e-01,5.103276932800000054e+00,-5.559731619545453363e+00
2.383686862768076842e-01,5.810164281999999680e+00,-5.536426850454544635e+00
2.384077503027461908e-01,1.123817199999999961e+00,-5.478997240909090571e+00
2.384468143286847253e-01,-1.413436149199999825e+00,-5.431832827272726760e+00
2.384858783546232319e-01,3.223609407999999954e-01,-5.497863006363635563e+00
2.385249423805617386e-01,1.892448895600000069e+00,-5.566112687272726234e+00
2.385640064065002452e-01,2.493907163199999832e+00,-5.499805070454544698e+00
2.386030704324387519e-01,3.858506028399999899e+00,-5.447091902272726216e+00
2.386421344583772863e-01,4.156245564399999814e+00,-5.387997666363635751e+00
2.386811984843157930e-01,3.547221783999999545e+00,-5.435716955454545030e+00
2.387202625102542997e-01,3.415557456399999747e+00,-5.422954819999999287e+00
2.387593265361928063e-01,3.287187787599999744e+00,-5.236794104999999533e+00
2.387983905621313407e-01,2.925385441599999581e+00,-5.235129478636363132e+00
2.388374545880698474e-01,3.272422835199999547e+00,-5.133587270454544438e+00
2.388765186140083541e-01,2.986641690399999938e+00,-5.158834103636363189e+00
2.389155826399468607e-01,1.773353081200000014e+00,-5.149956096363635716e+00
2.389546466658853952e-01,1.005819605199999911e+00,-5.010404919545453417e+00
2.389937106918239018e-01,8.475539584000000293e-01,-4.987377588181817423e+00
2.390327747177624085e-01,9.074679387999999847e-01,-5.146349405909090180e+00
2.390718387437009151e-01,6.613447239999999949e-01,-5.243175172727272404e+00
2.391109027696394496e-01,3.938672391999999967e-01,-5.321690049545454215e+00
2.391499667955779562e-01,3.913047267999999468e-01,-5.288674959999998926e+00
2.391890308215164629e-01,8.437712019999999979e-01,-5.348878946818181213e+00
2.392280948474549696e-01,1.470244471600000047e+00,-5.318083359090908679e+00
2.392671588733935040e-01,1.877439894399999920e+00,-5.434607204545454096e+00
2.393062228993320106e-01,2.185307455599999837e+00,-5.521445213181817024e+00
2.393452869252705173e-01,2.161878770799999572e+00,-5.459299162272726491e+00
2.393843509512090240e-01,1.941136631200000018e+00,-5.479829554090908772e+00
2.394234149771475306e-01,2.123929182399999949e+00,-5.379951972272726479e+00
2.394624790030860650e-01,2.399094204399999875e+00,-5.352208199545454015e+00
2.395015430290245717e-01,2.735637499599999689e+00,-5.394101296363635889e+00
2.395406070549630784e-01,3.117939944799999807e+00,-5.360253893636363287e+00
2.395796710809015850e-01,3.095609479599999769e+00,-5.382448911818181081e+00
2.396187351068401195e-01,2.894879341599999822e+00,-5.379674534545453746e+00
2.396577991327786261e-01,2.963701103199999576e+00,-5.431555389545454027e+00
2.396968631587171328e-01,3.095487455199999793e+00,-5.374125779999999075e+00
2.397359271846556394e-01,3.094389235599999566e+00,-5.341665565909090141e+00
2.397749912105941739e-01,2.861566680399999729e+00,-5.484268557727271620e+00
2.398140552365326805e-01,2.199706334799999663e+00,-5.525884216818180761e+00
2.398531192624711872e-01,1.564569332800000101e+00,-5.595798524090908721e+00
2.398921832884096939e-01,1.280740578400000107e+00,-5.561673683636362497e+00
2.399312473143482283e-01,1.147001836000000052e+00,-5.579429698181817443e+00
2.399703113402867349e-01,1.388732172399999909e+00,-5.585533328181817581e+00
2.400093753662252416e-01,1.739186249200000089e+00,-5.712044931818181404e+00
2.400484393921637483e-01,1.947603924400000075e+00,-5.618270979999999248e+00
2.400875034181022549e-01,2.122952987199999697e+00,-5.592469271363635919e+00
2.401265674440407893e-01,2.318436075999999790e+00,-5.507018451363635769e+00
2.401656314699792960e-01,2.395433472399999708e+00,-5.539201227727271970e+00
2.402046954959178027e-01,2.454127208799999682e+00,-5.463460728181817494e+00
2.402437595218563093e-01,2.571026583999999726e+00,-5.391049481363635820e+00
2.402828235477948438e-01,2.630086393599999628e+00,-5.400204926363636027e+00
2.403218875737333504e-01,2.558458070799999540e+00,-5.373848342272726342e+00
2.403609515996718571e-01,2.501228627199999721e+00,-5.375512968636362743e+00
2.404000156256103637e-01,2.522826945999999904e+00,-5.254550119545453590e+00
2.404390796515488982e-01,2.532954971199999683e+00,-5.308927914090908473e+00
2.404781436774874048e-01,2.490368455599999642e+00,-5.243175172727272404e+00
2.405172077034259115e-01,2.367001787199999541e+00,-5.250388553636362587e+00
2.405562717293644182e-01,2.189822358399999835e+00,-5.230413037272726662e+00
2.405953357553029526e-01,2.071336665999999660e+00,-5.277577450909090473e+00
2.406343997812414592e-01,1.921734751600000068e+00,-5.392991545454544955e+00
2.406734638071799659e-01,1.778356081599999916e+00,-5.347491758181817545e+00
2.407125278331184726e-01,1.802150839599999887e+00,-5.384945851363635683e+00
2.407515918590569792e-01,1.803615132400000043e+00,-5.503689198636362967e+00
2.407906558849955136e-01,1.739064224799999892e+00,-5.450421154999999018e+00
2.408297199109340203e-01,1.681224659199999971e+00,-5.428503574545453958e+00
2.408687839368725270e-01,1.678174049199999907e+00,-5.417406065454544617e+00
2.409078479628110336e-01,1.726495711599999927e+00,-5.479552116363636038e+00
2.409469119887495681e-01,1.814963401600000026e+00,-5.385778164545453883e+00
2.409859760146880747e-01,1.893791164000000027e+00,-5.295610903181817264e+00
2.410250400406265814e-01,1.995193440399999796e+00,-5.253995244090908123e+00
2.410641040665650880e-01,2.089640325999999604e+00,-5.288674959999998926e+00
2.411031680925036225e-01,2.151384672399999864e+00,-5.399650050909090560e+00
2.411422321184421291e-01,2.269870364799999596e+00,-5.352485637272726748e+00
2.411812961443806358e-01,2.388356057199999771e+00,-5.334174747272726336e+00
2.412203601703191425e-01,2.461936770399999919e+00,-5.425729197272726623e+00
2.412594241962576769e-01,2.478410064399999779e+00,-5.346936882727272078e+00
2.412984882221961835e-01,2.418130010799999674e+00,-5.695953543636362859e+00
2.413375522481346902e-01,2.333811150399999867e+00,-5.829955965909090487e+00
2.413766162740731969e-01,2.197387871199999676e+00,-5.743395394999999404e+00
2.414156803000117313e-01,2.010202441599999723e+00,-5.617993542272726515e+00
2.414547443259502379e-01,1.920636532000000063e+00,-5.727581444545453593e+00
2.414938083518887446e-01,1.804103229999999947e+00,-5.752550839999999610e+00
2.415328723778272513e-01,1.689156245199999962e+00,-5.591359520454544985e+00
2.415719364037657579e-01,1.619846386000000082e+00,-5.571106566363635437e+00
2.416110004297042924e-01,1.607399897200000094e+00,-5.704554113181817598e+00
2.416500644556427990e-01,1.623019020399999901e+00,-5.677920091363635180e+00
2.416891284815813057e-01,1.647179851600000022e+00,-5.667654895454544928e+00
2.417281925075198123e-01,1.683299074000000006e+00,-5.882391696363635347e+00
2.417672565334583468e-01,1.766397690400000053e+00,-5.783346427727272143e+00
2.418063205593968534e-01,1.854133234000000074e+00,-5.821355396363635748e+00
2.418453845853353601e-01,1.962368876800000050e+00,-5.760596534090907994e+00
2.418844486112738668e-01,2.104527302799999777e+00,-5.672093899090908664e+00
2.419235126372124012e-01,2.158828160799999729e+00,-5.580262011363635644e+00
2.419625766631509078e-01,2.312822953599999565e+00,-5.591636958181817718e+00
2.420016406890894145e-01,2.443145012799999627e+00,-5.561951121363635231e+00
2.420407047150279212e-01,2.503791139599999660e+00,-5.663215891818181191e+00
2.420797687409664556e-01,2.554797338799999817e+00,-5.573048630454544572e+00
2.421188327669049623e-01,2.562728924799999586e+00,-5.565557811818180767e+00
2.421578967928434689e-01,2.545279435599999918e+00,-5.603566780454544372e+00
2.421969608187819756e-01,2.482436869599999874e+00,-5.631865428636363191e+00
2.422360248447204822e-01,2.347721931999999789e+00,-5.558066993181817850e+00
2.422750888706590167e-01,2.148578111199999974e+00,-5.603566780454544372e+00
2.423141528965975233e-01,1.993119025600000205e+00,-5.517006209545454176e+00
2.423532169225360300e-01,1.893303066399999901e+00,-5.431555389545454027e+00
2.423922809484745367e-01,1.782016813600000082e+00,-5.509515390909090371e+00
2.424313449744130711e-01,1.718076028000000033e+00,-5.555015178181817781e+00
2.424704090003515777e-01,1.663531121199999907e+00,-5.546137170909090308e+00
2.425094730262900844e-01,1.738088029600000084e+00,-5.611335036818180910e+00
2.425485370522285911e-01,1.767007812399999933e+00,-5.582758950909090245e+00
2.425876010781671255e-01,1.834975403200000077e+00,-5.578042509545453775e+00
2.426266651041056321e-01,1.870728552399999911e+00,-5.559731619545453363e+00
2.426657291300441388e-01,1.897939993599999875e+00,-5.598572901363635168e+00
2.427047931559826455e-01,1.960294462000000015e+00,-5.644905001818180779e+00
2.427438571819211799e-01,1.898428091200000001e+00,-5.721755252272726189e+00
2.427829212078596866e-01,1.884639334000000055e+00,-5.675700589545454200e+00
2.428219852337981932e-01,1.844371282000000001e+00,-5.665157955909090326e+00
2.428610492597366999e-01,1.820210450799999879e+00,-5.553627989545454113e+00
2.429001132856752065e-01,1.819600328800000000e+00,-5.608283221818180841e+00
2.429391773116137410e-01,1.793853180399999969e+00,-5.625206923181817587e+00
2.429782413375522476e-01,1.791290668000000030e+00,-5.597740588181817856e+00
2.430173053634907543e-01,1.720272467200000044e+00,-5.619658168636362916e+00
2.430563693894292610e-01,1.752242859999999958e+00,-5.641020873636362509e+00
2.430954334153677954e-01,1.768472105200000088e+00,-5.707883365909090401e+00
2.431344974413063020e-01,1.760662543600000074e+00,-5.769197103636362733e+00
2.431735614672448087e-01,1.781040618400000053e+00,-5.871016749545454161e+00
2.432126254931833154e-01,1.738454102800000012e+00,-5.849376606818180946e+00
2.432516895191218498e-01,1.803981205599999971e+00,-5.743672832727272137e+00
2.432907535450603564e-01,1.817403889599999989e+00,-5.714264433636363272e+00
2.433298175709988631e-01,1.829484305200000049e+00,-5.718148561818180653e+00
2.433688815969373698e-01,1.854621331599999978e+00,-5.680971906363635249e+00
2.434079456228759042e-01,1.877317869999999944e+00,-5.557234679999999649e+00
2.434470096488144109e-01,1.954071217599999910e+00,-5.600514965454544303e+00
2.434860736747529175e-01,1.957487900799999903e+00,-5.581094324545453844e+00
2.435251377006914242e-01,1.996779757599999927e+00,-5.624374609999999386e+00
2.435642017266299586e-01,2.015083417599999649e+00,-5.559176744090907896e+00
2.436032657525684653e-01,2.029726345599999870e+00,-5.623264859090908452e+00
2.436423297785069719e-01,2.067797958399999914e+00,-5.598295463636362435e+00
2.436813938044454786e-01,2.094521301999999974e+00,-5.713154682727272338e+00
2.437204578303839853e-01,2.070482495199999828e+00,-5.788062869090908613e+00
2.437595218563225197e-01,2.024723345199999969e+00,-5.647124503636362647e+00
2.437985858822610263e-01,2.050226444799999825e+00,-5.553627989545454113e+00
2.438376499081995330e-01,2.031556711599999954e+00,-5.490927063181817225e+00
2.438767139341380397e-01,2.003369075199999738e+00,-5.551131049999999512e+00
2.439157779600765741e-01,1.991654732800000049e+00,-5.689849913636362722e+00
2.439548419860150807e-01,1.892448895600000069e+00,-5.764758099999998997e+00
2.439939060119535874e-01,1.924053215200000055e+00,-5.867964934545454092e+00
2.440329700378920941e-01,1.922466897999999924e+00,-5.885720949090908150e+00
2.440720340638306285e-01,1.867311869199999919e+00,-5.965345576818180895e+00
2.441110980897691352e-01,1.865847576399999985e+00,-5.978940025454544838e+00
2.441501621157076418e-01,1.909410287200000056e+00,-6.000857605909089898e+00
2.441892261416461485e-01,1.910020409199999936e+00,-5.887108137727271817e+00
2.442282901675846829e-01,1.895133432399999984e+00,-5.877120379545453410e+00
2.442673541935231896e-01,1.981648731999999802e+00,-5.895708707272726556e+00
2.443064182194616962e-01,1.956633730000000071e+00,-5.854925361363635616e+00
2.443454822454002029e-01,1.957975998400000028e+00,-5.879617319090908012e+00
2.443845462713387096e-01,2.011544709999999903e+00,-5.775023295909090137e+00
2.444236102972772440e-01,2.021794759599999658e+00,-5.775578171363635605e+00
2.444626743232157506e-01,2.008494099999999616e+00,-5.748389274090908607e+00
2.445017383491542573e-01,1.970422487199999795e+00,-5.801102442272726201e+00
2.445408023750927640e-01,1.968836170000000108e+00,-5.834672407272726069e+00
2.445798664010312984e-01,1.980306463600000066e+00,-5.848266855909090012e+00
2.446189304269698050e-01,1.966517706400000121e+00,-5.880172194545453479e+00
2.446579944529083117e-01,1.897573920399999947e+00,-5.988372908181817778e+00
2.446970584788468184e-01,1.842418891599999942e+00,-5.907361091818181364e+00
2.447361225047853528e-01,1.876707748000000064e+00,-5.831065716818181421e+00
2.447751865307238595e-01,1.820454499600000053e+00,-5.888772764090908218e+00
2.448142505566623661e-01,1.736135639200000025e+00,-5.902367212727272161e+00
2.448533145826008728e-01,1.739064224799999892e+00,-5.885720949090908150e+00
2.448923786085394072e-01,1.731742760800000003e+00,-5.868797247727272293e+00
2.449314426344779139e-01,1.698552123999999885e+00,-5.847989418181817278e+00
2.449705066604164205e-01,1.690254464799999967e+00,-5.864635681818181290e+00
2.450095706863549272e-01,1.715757564400000046e+00,-5.935382302272726562e+00
2.450486347122934339e-01,1.726007614000000023e+00,-5.984488779999999508e+00
2.450876987382319683e-01,1.762981007200000061e+00,-5.931775611818181027e+00
2.451267627641704749e-01,1.825213451200000003e+00,-5.942873120909090368e+00
2.451658267901089816e-01,1.815207450399999978e+00,-5.906806216363635897e+00
2.452048908160474883e-01,1.843761159999999899e+00,-5.925949419545453623e+00
2.452439548419860227e-01,1.879270260400000003e+00,-5.911245219999999634e+00
2.452830188679245293e-01,1.895743554400000086e+00,-6.007238673636362769e+00
2.453220828938630360e-01,1.880124431200000057e+00,-5.923175042272726287e+00
2.453611469198015427e-01,1.893913188400000003e+00,-6.028601378636363251e+00
2.454002109457400771e-01,1.854377282800000026e+00,-6.011400239545453772e+00
2.454392749716785838e-01,1.831680744400000060e+00,-6.073268852727271572e+00
2.454783389976170904e-01,1.821796768000000011e+00,-6.029711129545453296e+00
2.455174030235555971e-01,1.838636135200000021e+00,-6.041640951818180838e+00
2.455564670494941315e-01,1.828630134399999996e+00,-6.091857180454544718e+00
2.455955310754326382e-01,1.824359280399999950e+00,-6.115439387272726179e+00
2.456345951013711448e-01,1.767007812399999933e+00,-6.110722945909089709e+00
2.456736591273096515e-01,1.751022615999999976e+00,-6.059119528636363050e+00
2.457127231532481859e-01,1.808374083999999993e+00,-6.102677251818181325e+00
2.457517871791866926e-01,1.825213451200000003e+00,-6.137911843181817595e+00
2.457908512051251992e-01,1.813987206399999996e+00,-6.167320242272726460e+00
2.458299152310637059e-01,1.753097030800000011e+00,-6.068552411363635102e+00
2.458689792570022126e-01,1.757123835999999883e+00,-5.953970629999998820e+00
2.459080432829407470e-01,1.799344278399999997e+00,-6.007793549090908236e+00
2.459471073088792537e-01,1.811546718400000033e+00,-5.941485932272726700e+00
2.459861713348177603e-01,1.817647938399999941e+00,-5.895708707272726556e+00
2.460252353607562670e-01,1.763347080399999989e+00,-5.934549989090908362e+00
2.460642993866948014e-01,1.782626935599999962e+00,-5.970339455909090098e+00
2.461033634126333081e-01,1.801784766399999960e+00,-6.018891058181817577e+00
2.461424274385718147e-01,1.798856180800000093e+00,-6.014729492272726574e+00
2.461814914645103214e-01,1.793487107200000041e+00,-6.018058744999999377e+00
2.462205554904488558e-01,1.767984007599999963e+00,-6.060784154999999451e+00
2.462596195163873625e-01,1.788728155600000091e+00,-6.092689493636362918e+00
2.462986835423258691e-01,1.744921396000000069e+00,-6.127369209545453721e+00
2.463377475682643758e-01,1.743457103199999914e+00,-6.174811060909090266e+00
2.463768115942029102e-01,1.781406691599999981e+00,-6.113219885454544311e+00
2.464158756201414169e-01,1.787873984800000038e+00,-6.183689068181817738e+00
2.464549396460799235e-01,1.789094228800000019e+00,-6.210045652272726535e+00
2.464940036720184302e-01,1.785311472400000099e+00,-6.170926932727271996e+00
2.465330676979569369e-01,1.773475105599999990e+00,-6.181469566363635870e+00
2.465721317238954713e-01,1.831436695599999886e+00,-6.126259458636362787e+00
2.466111957498339780e-01,1.900380481600000060e+00,-6.086863301363635514e+00
2.466502597757724846e-01,1.909532311600000032e+00,-6.069384724545453302e+00
2.466893238017109913e-01,1.868532113199999900e+00,-6.095463870909090254e+00
2.467283878276495257e-01,1.851082624000000010e+00,-6.120433266363635383e+00
2.467674518535880324e-01,1.890862578399999938e+00,-6.076875543181817108e+00
2.468065158795265390e-01,1.948336070799999931e+00,-6.083256610909089979e+00
2.468455799054650457e-01,1.971886779999999950e+00,-5.944815184999999502e+00
2.468846439314035801e-01,1.949556314799999912e+00,-5.922342729090908087e+00
2.469237079573420868e-01,1.959684339999999914e+00,-5.928168921363635491e+00
2.469627719832805934e-01,1.943577119199999981e+00,-5.847434542727271811e+00
2.470018360092191001e-01,1.940282460399999964e+00,-5.892102016818181021e+00
2.470409000351576345e-01,1.956999803199999999e+00,-5.925671981818180889e+00
2.470799640610961412e-01,1.997267855199999831e+00,-5.879339881363635278e+00
2.471190280870346478e-01,2.028018003999999763e+00,-5.869629560909090493e+00
2.471580921129731545e-01,1.988848171600000159e+00,-5.933995113636362895e+00
2.471971561389116612e-01,1.963589120800000032e+00,-5.907083654090908631e+00
2.472362201648501956e-01,1.970666536000000191e+00,-5.842995539090908075e+00
2.472752841907887023e-01,1.979208243999999839e+00,-5.760873971818180728e+00
2.473143482167272089e-01,2.003003001999999810e+00,-5.681804219545453449e+00
2.473534122426657156e-01,1.974937389999999793e+00,-5.711490056363635937e+00
2.473924762686042500e-01,1.951264656400000019e+00,-5.647401941363635380e+00
2.474315402945427567e-01,1.942844972799999903e+00,-5.634917243636363260e+00
2.474706043204812633e-01,1.921856776000000044e+00,-5.624374609999999386e+00
2.475096683464197700e-01,1.925029410400000085e+00,-5.651286069545453650e+00
2.475487323723583044e-01,1.988970196000000135e+00,-5.666545144545453994e+00
2.475877963982968111e-01,1.995315464799999772e+00,-5.645459877272726246e+00
2.476268604242353177e-01,1.994583318399999916e+00,-5.618270979999999248e+00
2.476659244501738244e-01,1.993729147600000084e+00,-5.608005784090908108e+00
2.477049884761123588e-01,2.008982197599999964e+00,-5.745614896818181272e+00
2.477440525020508655e-01,2.049494298399999970e+00,-5.680694468636362515e+00
2.477831165279893721e-01,2.078048007999999669e+00,-5.643240375454544377e+00
2.478221805539278788e-01,2.070604519599999804e+00,-5.664325642727272125e+00
2.478612445798664132e-01,2.070482495199999828e+00,-5.693456604090908257e+00
2.479003086058049199e-01,2.075607519999999706e+00,-5.618548417727271982e+00
2.479393726317434266e-01,2.076583715199999958e+00,-5.613277100909090045e+00
2.479784366576819332e-01,2.127833963199999623e+00,-5.569164502272726303e+00
2.480175006836204399e-01,2.164807356399999883e+00,-5.633252617272726859e+00
2.480565647095589743e-01,2.212640921199999777e+00,-5.615774040454544647e+00
2.480956287354974810e-01,2.228870166399999686e+00,-5.651563507272726383e+00
2.481346927614359876e-01,2.224721336799999616e+00,-5.637414183181816973e+00
2.481737567873744943e-01,2.210078408799999838e+00,-5.584146139545453913e+00
2.482128208133130287e-01,2.248516094799999809e+00,-5.637414183181816973e+00
2.482518848392515354e-01,2.284147219599999890e+00,-5.664880518181817592e+00
2.482909488651900420e-01,2.298058001199999811e+00,-5.683746283636362584e+00
2.483300128911285487e-01,2.309040197199999866e+00,-5.682081657272726183e+00
2.483690769170670831e-01,2.293543098399999813e+00,-5.633252617272726859e+00
2.484081409430055898e-01,2.325513491199999727e+00,-5.552240800909090446e+00
2.484472049689440964e-01,2.350406468799999704e+00,-5.541143291818181105e+00
2.484862689948826031e-01,2.344427273199999551e+00,-5.643795250909089845e+00
2.485253330208211375e-01,2.355165420399999654e+00,-5.558066993181817850e+00
2.485643970467596442e-01,2.360534493999999928e+00,-5.526993967727271695e+00
2.486034610726981509e-01,2.349308249199999921e+00,-5.528381156363635363e+00
2.486425250986366575e-01,2.325391466799999751e+00,-5.485378308636362554e+00
2.486815891245751642e-01,2.327099808399999858e+00,-5.583591264090908446e+00
2.487206531505136986e-01,2.324659320399999896e+00,-5.732852761363635530e+00
2.487597171764522053e-01,2.312578904799999613e+00,-5.713432120454545071e+00
2.487987812023907119e-01,2.300742537999999726e+00,-5.652673258181817317e+00
2.488378452283292186e-01,2.291712732399999730e+00,-5.672926212272726865e+00
2.488769092542677530e-01,2.287075805199999756e+00,-5.775300733636362871e+00
2.489159732802062597e-01,2.318436075999999790e+00,-5.777242797727272006e+00
2.489550373061447663e-01,2.330028393999999725e+00,-5.822465147272726682e+00
2.489941013320832730e-01,2.327221832799999834e+00,-5.767532477272726332e+00
2.490331653580218074e-01,2.320998588399999729e+00,-5.658776888181817455e+00
2.490722293839603141e-01,2.319412271199999598e+00,-5.581094324545453844e+00
2.491112934098988207e-01,2.324293247199999968e+00,-5.536149412727271901e+00
2.491503574358373274e-01,2.334665321199999699e+00,-5.600237527727271569e+00
2.491894214617758618e-01,2.356019591199999930e+00,-5.607450908636362641e+00
2.492284854877143685e-01,2.355165420399999654e+00,-5.680694468636362515e+00
2.492675495136528752e-01,2.352236834799999787e+00,-5.752828277727272344e+00
2.493066135395913818e-01,2.391650715999999566e+00,-5.760873971818180728e+00
2.493456775655298885e-01,2.386647715599999664e+00,-5.736459451818181066e+00
2.493847415914684229e-01,2.399704326399999754e+00,-5.738401515909090200e+00
2.494238056174069296e-01,2.408856156399999726e+00,-5.693179166363635524e+00
2.494628696433454362e-01,2.391040593999999686e+00,-5.714541871363636005e+00
2.495019336692839429e-01,2.403487082799999897e+00,-5.724807067272726258e+00
2.495409976952224773e-01,2.394701325999999852e+00,-5.695398668181817392e+00
2.495800617211609840e-01,2.394945374799999804e+00,-5.723697316363635323e+00
2.496191257470994906e-01,2.387623910799999916e+00,-5.706773614999999467e+00
2.496581897730379973e-01,2.385061398399999533e+00,-5.759209345454544327e+00
2.496972537989765317e-01,2.369686323999999900e+00,-5.765035537727271731e+00
2.497363178249150384e-01,2.357483883999999641e+00,-5.720090625909089788e+00
2.497753818508535451e-01,2.360168420799999556e+00,-5.664603080454544859e+00
2.498144458767920517e-01,2.345647517199999754e+00,-5.669596959545454062e+00
2.498535099027305861e-01,2.333933174799999843e+00,-5.666267706818181260e+00
2.498925739286690928e-01,2.310870563199999950e+00,-5.792224434999999616e+00
2.499316379546075995e-01,2.302328855199999857e+00,-5.776965359999999272e+00
2.499707019805461061e-01,2.306233635999999532e+00,-5.696230981363635593e+00
2.500097660064846128e-01,2.286099609999999949e+00,-5.556679804545454182e+00
2.500488300324231195e-01,2.264745339999999718e+00,-5.617716104545453781e+00
2.500878940583616261e-01,2.262670925199999683e+00,-5.619380730909090182e+00
2.501269580843001883e-01,2.257667924799999781e+00,-5.527271405454544428e+00
2.501660221102386950e-01,2.259376266399999889e+00,-5.437381581818181431e+00
2.502050861361772016e-01,2.272676925999999931e+00,-5.450421154999999018e+00
2.502441501621157083e-01,2.255837558799999698e+00,-5.348878946818181213e+00
2.502832141880542149e-01,2.216911775199999823e+00,-5.322244924999999682e+00
2.503222782139927216e-01,2.231554703199999601e+00,-5.221812467727271923e+00
2.503613422399312283e-01,2.213251043199999657e+00,-5.245672112272726118e+00
2.504004062658697349e-01,2.146869769599999866e+00,-5.257324496818180926e+00
2.504394702918082971e-01,2.125759548399999588e+00,-5.357479516363635952e+00
2.504785343177468038e-01,2.125637523999999612e+00,-5.429058449999999425e+00
2.505175983436853104e-01,2.128444085199999947e+00,-5.421845069090908353e+00
2.505566623696238171e-01,2.117217840399999940e+00,-5.410470122272726279e+00
2.505957263955623238e-01,2.103307058799999574e+00,-5.440988272272726967e+00
2.506347904215008304e-01,2.081586715599999859e+00,-5.409915246818180812e+00
2.506738544474393371e-01,2.087565911199999569e+00,-5.452363219090908153e+00
